Provider ID,Payment measure ID,Payment category,Lower estimate,Higher estimate,Value of care display name,Value of care category
10103,PAYM_30_HF,No Different than the National Average Payment,"$15,655 ","$18,003 ",Value of Care Heart Failure measure,Average mortality and average payment
10103,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$23,543 ","$25,909 ",Value of Care hip/knee replacement measure,Average complications and higher payment
10103,PAYM_30_PN,No Different than the National Average Payment,"$17,159 ","$19,651 ",Value of Care Pneumonia measure,Average mortality and average payment
10104,PAYM_30_AMI,No Different than the National Average Payment,"$20,390 ","$24,145 ",Value of Care Heart Attack measure,Average mortality and average payment
10104,PAYM_30_HF,No Different than the National Average Payment,"$16,428 ","$18,762 ",Value of Care Heart Failure measure,Average mortality and average payment
10104,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$20,259 ","$21,390 ",Value of Care hip/knee replacement measure,Average complications and lower payment
10104,PAYM_30_PN,Greater than the National Average Payment,"$17,673 ","$20,253 ",Value of Care Pneumonia measure,Average mortality and higher payment
10108,PAYM_30_AMI,No Different than the National Average Payment,"$22,910 ","$29,660 ",Value of Care Heart Attack measure,Average mortality and average payment
10108,PAYM_30_HF,No Different than the National Average Payment,"$14,777 ","$17,838 ",Value of Care Heart Failure measure,Better mortality and average payment
10108,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10108,PAYM_30_PN,No Different than the National Average Payment,"$15,363 ","$17,842 ",Value of Care Pneumonia measure,Average mortality and average payment
10109,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10109,PAYM_30_HF,No Different than the National Average Payment,"$13,530 ","$18,511 ",Value of Care Heart Failure measure,Average mortality and average payment
10109,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10109,PAYM_30_PN,Less than the National Average Payment,"$11,970 ","$15,622 ",Value of Care Pneumonia measure,Average mortality and lower payment
10110,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10110,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
10110,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10110,PAYM_30_PN,Number of Cases Too Small,Not Available,Not Available,Value of Care Pneumonia measure,Not Available
10112,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10112,PAYM_30_HF,No Different than the National Average Payment,"$14,637 ","$18,968 ",Value of Care Heart Failure measure,Average mortality and average payment
10112,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10112,PAYM_30_PN,No Different than the National Average Payment,"$15,419 ","$19,462 ",Value of Care Pneumonia measure,Average mortality and average payment
10113,PAYM_30_AMI,No Different than the National Average Payment,"$21,019 ","$24,692 ",Value of Care Heart Attack measure,Average mortality and average payment
10113,PAYM_30_HF,Greater than the National Average Payment,"$16,759 ","$18,652 ",Value of Care Heart Failure measure,Average mortality and higher payment
10113,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,361 ","$22,649 ",Value of Care hip/knee replacement measure,Average complications and average payment
10113,PAYM_30_PN,Greater than the National Average Payment,"$17,445 ","$19,175 ",Value of Care Pneumonia measure,Average mortality and higher payment
10114,PAYM_30_AMI,No Different than the National Average Payment,"$21,015 ","$26,874 ",Value of Care Heart Attack measure,Average mortality and average payment
10114,PAYM_30_HF,No Different than the National Average Payment,"$14,019 ","$17,203 ",Value of Care Heart Failure measure,Average mortality and average payment
10114,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$19,687 ","$23,957 ",Value of Care hip/knee replacement measure,Average complications and average payment
10114,PAYM_30_PN,No Different than the National Average Payment,"$16,239 ","$18,718 ",Value of Care Pneumonia measure,Average mortality and average payment
10118,PAYM_30_AMI,No Different than the National Average Payment,"$19,819 ","$25,026 ",Value of Care Heart Attack measure,Average mortality and average payment
10118,PAYM_30_HF,Less than the National Average Payment,"$13,966 ","$16,576 ",Value of Care Heart Failure measure,Average mortality and lower payment
10118,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10118,PAYM_30_PN,No Different than the National Average Payment,"$15,714 ","$18,439 ",Value of Care Pneumonia measure,Average mortality and average payment
10120,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10120,PAYM_30_HF,No Different than the National Average Payment,"$13,929 ","$17,642 ",Value of Care Heart Failure measure,Average mortality and average payment
10120,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10120,PAYM_30_PN,No Different than the National Average Payment,"$15,027 ","$18,121 ",Value of Care Pneumonia measure,Average mortality and average payment
10125,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10125,PAYM_30_HF,No Different than the National Average Payment,"$13,544 ","$18,117 ",Value of Care Heart Failure measure,Average mortality and average payment
10125,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10125,PAYM_30_PN,Less than the National Average Payment,"$12,979 ","$14,397 ",Value of Care Pneumonia measure,Better mortality and lower payment
10126,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10126,PAYM_30_HF,No Different than the National Average Payment,"$13,337 ","$16,889 ",Value of Care Heart Failure measure,Average mortality and average payment
10126,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10126,PAYM_30_PN,Less than the National Average Payment,"$13,996 ","$17,392 ",Value of Care Pneumonia measure,Worse mortality and lower payment
10128,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10128,PAYM_30_HF,No Different than the National Average Payment,"$14,304 ","$19,323 ",Value of Care Heart Failure measure,Average mortality and average payment
10128,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10128,PAYM_30_PN,No Different than the National Average Payment,"$13,465 ","$17,607 ",Value of Care Pneumonia measure,Average mortality and average payment
10129,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10129,PAYM_30_HF,Less than the National Average Payment,"$11,837 ","$15,789 ",Value of Care Heart Failure measure,Average mortality and lower payment
10129,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10129,PAYM_30_PN,Less than the National Average Payment,"$13,255 ","$16,980 ",Value of Care Pneumonia measure,Average mortality and lower payment
10130,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10130,PAYM_30_HF,No Different than the National Average Payment,"$13,788 ","$17,387 ",Value of Care Heart Failure measure,Average mortality and average payment
10130,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10130,PAYM_30_PN,Less than the National Average Payment,"$14,487 ","$16,648 ",Value of Care Pneumonia measure,Average mortality and lower payment
10131,PAYM_30_AMI,Less than the National Average Payment,"$19,523 ","$22,931 ",Value of Care Heart Attack measure,Average mortality and lower payment
10131,PAYM_30_HF,No Different than the National Average Payment,"$14,567 ","$16,768 ",Value of Care Heart Failure measure,Average mortality and average payment
10131,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,978 ","$22,065 ",Value of Care hip/knee replacement measure,Average complications and average payment
10131,PAYM_30_PN,Less than the National Average Payment,"$14,432 ","$15,956 ",Value of Care Pneumonia measure,Average mortality and lower payment
10138,PAYM_30_AMI,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10138,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
10138,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10138,PAYM_30_PN,Number of Cases Too Small,Not Available,Not Available,Value of Care Pneumonia measure,Not Available
10139,PAYM_30_AMI,No Different than the National Average Payment,"$21,342 ","$24,793 ",Value of Care Heart Attack measure,Average mortality and average payment
10139,PAYM_30_HF,No Different than the National Average Payment,"$15,283 ","$17,416 ",Value of Care Heart Failure measure,Average mortality and average payment
10139,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,260 ","$22,367 ",Value of Care hip/knee replacement measure,Average complications and average payment
10139,PAYM_30_PN,No Different than the National Average Payment,"$15,627 ","$17,506 ",Value of Care Pneumonia measure,Average mortality and average payment
10144,PAYM_30_AMI,No Different than the National Average Payment,"$20,218 ","$24,459 ",Value of Care Heart Attack measure,Average mortality and average payment
10144,PAYM_30_HF,No Different than the National Average Payment,"$16,042 ","$18,295 ",Value of Care Heart Failure measure,Average mortality and average payment
10144,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,440 ","$24,643 ",Value of Care hip/knee replacement measure,Average complications and higher payment
10144,PAYM_30_PN,No Different than the National Average Payment,"$16,013 ","$18,187 ",Value of Care Pneumonia measure,Average mortality and average payment
10146,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10146,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
10146,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10146,PAYM_30_PN,No Different than the National Average Payment,"$14,443 ","$19,133 ",Value of Care Pneumonia measure,Average mortality and average payment
10148,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
10148,PAYM_30_HF,Less than the National Average Payment,"$12,275 ","$15,332 ",Value of Care Heart Failure measure,Average mortality and lower payment
10148,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
10148,PAYM_30_PN,Less than the National Average Payment,"$13,871 ","$16,790 ",Value of Care Pneumonia measure,Average mortality and lower payment
10149,PAYM_30_AMI,No Different than the National Average Payment,"$23,334 ","$30,223 ",Value of Care Heart Attack measure,Average mortality and average payment
