Provider ID,Hospital Name,Address,City,State,ZIP Code,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
21311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,9072255171,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
21314,MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,AK,99835,9079662411,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,6022392000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,5203275461,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
30007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,9287732357,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
30010,ST. MARYS HOSPITAL,1601 WEST ST MARYS ROAD,TUCSON,AZ,85745,5208723000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
30011,ST JOSEPHS HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,5208733000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,9284452700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,9283367600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average
30014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,6023315862,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
30016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,5203816300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
30022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,6023445011,Acute Care Hospitals,Government - Local,Yes,Y,2,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Not Available
30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,9287793366,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average
30024,ST. JOSEPHS HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,6024065001,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
30030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,6022490212,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Not Available
30033,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,9284743222,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
30036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,4807283000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
30037,ST LUKES MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,6022518156,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available
30038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,4808824004,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Above the national average
30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,5202633001,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average
30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,9287572101,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average
30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,6238324000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,9285376399,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average
30064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,5208744189,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Above the national average
30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,4804123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
30068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,9283484000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Not Available,Same as the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Same as the national average
30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,9288558185,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
30071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,9287298000,Acute Care Hospitals,Government - Federal,Yes,Y,1,Not Available,Not Available,Below the national average,Below the national average,Same as the national average,Not Available,Not Available
30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,9282832501,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,2,Not Available,Below the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
30074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,5203627003,Acute Care Hospitals,Tribal,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
30077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,9284751200,Acute Care Hospitals,Government - Federal,No,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
30078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,85016,6022631200,Acute Care Hospitals,Government - Federal,No,Y,Not Available,Not Available,Not Available,Not Available,Same as the national average,Same as the national average,Not Available,Not Available
30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,6029235000,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Not Available
30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,9286747001,Acute Care Hospitals,Government - Federal,Yes,Y,3,Not Available,Not Available,Above the national average,Same as the national average,Below the national average,Not Available,Not Available
30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,5204698100,Acute Care Hospitals,Proprietary,Yes,Y,2,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
30087,SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,4803233000,Acute Care Hospitals,Proprietary,Yes,Y,4,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Above the national average
30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,4803212000,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
